2020-04-04,Virginia,51,2407,52
2020-04-04,Washington,53,7498,318
2020-04-04,West Virginia,54,282,2
2020-04-04,Wisconsin,55,2112,60
2020-04-04,Wyoming,56,187,0
2020-04-05,Alabama,01,1841,45
2020-04-05,Alaska,02,185,4
2020-04-05,Arizona,04,2269,64
2020-04-05,Arkansas,05,853,16
2020-04-05,California,06,15076,349
2020-04-05,Colorado,08,4950,140
2020-04-05,Connecticut,09,5675,189
2020-04-05,Delaware,10,673,14
2020-04-05,District of Columbia,11,998,22
2020-04-05,Florida,12,12342,220
2020-04-05,Georgia,13,6742,219
2020-04-05,Guam,66,267,4
2020-04-05,Hawaii,15,369,4
2020-04-05,Idaho,16,1101,10
2020-04-05,Illinois,17,11276,282
2020-04-05,Indiana,18,4411,127
2020-04-05,Iowa,19,868,22
2020-04-05,Kansas,20,763,23
2020-04-05,Kentucky,21,1048,44
2020-04-05,Louisiana,22,13010,477
2020-04-05,Maine,23,470,10
2020-04-05,Maryland,24,3609,68
2020-04-05,Massachusetts,25,12500,231
2020-04-05,Michigan,26,15635,616
2020-04-05,Minnesota,27,935,29
2020-04-05,Mississippi,28,1638,43
2020-04-05,Missouri,29,2367,52
2020-04-05,Montana,30,298,6
2020-04-05,Nebraska,31,377,8
2020-04-05,Nevada,32,1880,46
2020-04-05,New Hampshire,33,669,9
2020-04-05,New Jersey,34,37505,917
2020-04-05,New Mexico,35,624,12
2020-04-05,New York,36,122911,4161
2020-04-05,North Carolina,37,2585,37
2020-04-05,North Dakota,38,207,3
2020-04-05,Northern Mariana Islands,69,8,1
2020-04-05,Ohio,39,4043,119
2020-04-05,Oklahoma,40,1252,46
2020-04-05,Oregon,41,1068,27
2020-04-05,Pennsylvania,42,11589,159
2020-04-05,Puerto Rico,72,475,20
2020-04-05,Rhode Island,44,922,25
2020-04-05,South Carolina,45,2049,44
2020-04-05,South Dakota,46,240,2
2020-04-05,Tennessee,47,3538,50
2020-04-05,Texas,48,7094,137
2020-04-05,Utah,49,1605,8
2020-04-05,Vermont,50,512,22
2020-04-05,Virgin Islands,78,42,0
2020-04-05,Virginia,51,2637,52
2020-04-05,Washington,53,7984,344
2020-04-05,West Virginia,54,324,3
2020-04-05,Wisconsin,55,2267,73
2020-04-05,Wyoming,56,200,0
